,estimator,min_score,mean_score,max_score,std_score,C,bootstrap,criterion,gamma,kernel,learning_rate,max_depth,max_features,min_samples_split,n_estimators
453,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,25,7,
454,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,25,10,
2563,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,9,60,3,
2490,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,11,100,15,
455,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,25,15,
2348,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,13,80,20,
456,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,11,25,20,
457,RF,0.25,0.49833333333333335,0.75,0.1734374687187159,,True,gini,,,,11,25,25,
386,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,60,5,
2491,RF,0.0,0.43500000000000005,0.75,0.2192727879960383,,False,gini,,,,11,100,20,
385,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,60,3,
3951,RF,0.0,0.47333333333333333,0.75,0.21294235004912584,,False,entropy,,,,,20,7,
3953,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,,20,15,
3952,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,20,10,
2382,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,20,25,
2381,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,20,20,
2380,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,11,20,15,
2379,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,11,20,10,
2378,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,20,7,
2377,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,20,5,
390,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,60,20,
2376,RF,0.25,0.56,0.75,0.14224392195567911,,False,gini,,,,11,20,3,
2375,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,11,20,2,
2483,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,11,90,35,
3385,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,entropy,,,,11,35,35,
2496,RF,0.0,0.47333333333333333,0.75,0.21294235004912584,,False,gini,,,,9,20,2,
439,RF,0.0,0.5183333333333333,0.75,0.2279680776873035,,True,gini,,,,11,20,2,
2373,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,gini,,,,13,100,35,
440,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,11,20,3,
441,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,20,5,
2370,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,gini,,,,13,100,20,
442,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,20,7,
443,RF,0.25,0.5316666666666666,0.75,0.1705302188925926,,True,gini,,,,11,20,10,
444,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,11,20,15,
2485,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,11,100,2,
366,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,40,10,
445,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,20,20,
446,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,11,20,25,
2364,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,13,100,2,
2551,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,9,50,2,
2421,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,40,5,
3379,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,11,35,7,
3959,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,25,2,
412,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,gini,,,,13,80,20,
2522,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,30,10,
2523,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,30,15,
413,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,80,25,
3961,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,25,5,
2467,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,11,80,10,
2507,RF,0.0,0.49333333333333335,0.75,0.2145020072426156,,False,gini,,,,9,25,2,
2524,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,30,20,
400,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,13,70,15,
3960,RF,0.25,0.54,0.75,0.14910846164230027,,False,entropy,,,,,25,3,
399,RF,0.25,0.5316666666666666,0.75,0.1705302188925926,,True,gini,,,,13,70,10,
417,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,90,2,
411,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,80,15,
418,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,90,3,
2443,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,11,60,5,
379,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,50,20,
2442,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,gini,,,,11,60,3,
398,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,70,7,
2505,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,20,35,
2441,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,60,2,
3389,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,40,5,
2504,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,30,
419,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,90,5,
2503,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,25,
3388,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,40,3,
410,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,80,10,
3973,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,,30,7,
2508,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,25,3,
402,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,70,25,
2464,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,11,80,3,
2513,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,25,20,
2514,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,25,25,
3970,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,30,2,
2463,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,gini,,,,11,80,2,
3387,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,40,2,
3964,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,25,15,
2510,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,25,7,
3963,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,,25,10,
2509,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,25,5,
2516,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,25,35,
2454,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,11,70,5,
380,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,13,50,25,
2518,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,9,30,2,
3962,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,25,7,
2519,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,30,3,
406,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,80,2,
407,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,80,3,
408,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,80,5,
409,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,13,80,7,
401,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,70,20,
2520,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,30,5,
2521,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,30,7,
420,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,90,7,
2502,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,20,
421,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,90,10,
2546,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,40,20,
2541,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,40,3,
2542,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,9,40,5,
2424,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,40,15,
2498,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,5,
2423,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,40,10,
396,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,70,3,
2497,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,3,
2543,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,40,7,
2544,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,40,10,
2422,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,11,40,7,
2545,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,40,15,
2512,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,25,15,
422,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,13,90,15,
373,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,50,2,
3972,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,,30,5,
2420,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,40,3,
2474,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,gini,,,,11,90,2,
2419,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,40,2,
395,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,70,2,
3391,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,11,40,10,
2417,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,gini,,,,11,35,35,
428,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,100,2,
429,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,100,3,
2476,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,11,90,5,
2540,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,40,2,
3380,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,35,10,
374,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,50,3,
2499,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,7,
423,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,90,20,
2434,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,11,50,10,
2433,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,11,50,7,
2432,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,50,5,
2431,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,11,50,3,
2430,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,gini,,,,11,50,2,
3390,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,11,40,7,
424,RF,0.25,0.5133333333333333,0.75,0.15380362660079103,,True,gini,,,,13,90,25,
378,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,13,50,15,
376,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,50,7,
2529,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,9,35,2,
2530,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,9,35,3,
2531,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,35,5,
2532,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,35,7,
2533,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,35,10,
2534,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,35,15,
2535,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,35,20,
2501,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,9,20,15,
3956,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,entropy,,,,,20,30,
2536,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,35,25,
397,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,70,5,
3971,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,30,3,
2500,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,9,20,10,
377,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,13,50,10,
769,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,5,80,2,
3949,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,,20,3,
2343,RF,0.0,0.4600000000000001,0.75,0.21084486134491293,,False,gini,,,,13,80,3,
2160,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,30,15,
2159,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,30,10,
2158,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,30,7,
2157,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,15,30,5,
2156,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,30,3,
2155,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,30,2,
541,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,90,7,
542,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,11,90,10,
2152,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,25,30,
2151,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,25,25,
2150,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,25,20,
2149,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,25,15,
2148,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,25,10,
2147,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,25,7,
2146,RF,0.25,0.54,0.75,0.14910846164230027,,False,gini,,,,15,25,5,
2145,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,25,3,
2144,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,25,2,
543,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,90,15,
2142,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,20,35,
2141,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,20,30,
2140,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,20,25,
2139,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,20,20,
2138,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,20,15,
2137,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,20,10,
2136,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,20,7,
2135,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,20,5,
2134,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,15,20,3,
2133,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,15,20,2,
544,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,90,20,
2161,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,30,20,
540,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,90,5,
539,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,90,3,
2181,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,10,
530,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,80,7,
2193,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,50,15,
531,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,11,80,10,
2191,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,50,7,
2190,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,50,5,
2189,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,15,50,3,
2188,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,gini,,,,15,50,2,
3413,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,60,10,
532,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,80,15,
533,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,80,20,
534,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,gini,,,,11,80,25,
2183,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,20,
2182,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,15,
2180,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,7,
2164,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,30,35,
2179,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,5,
2178,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,3,
2177,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,40,2,
2175,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,gini,,,,15,35,35,
3926,RF,0.0,0.44000000000000006,0.75,0.20604745947367456,,False,entropy,,,,2,90,2,
2172,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,35,20,
2171,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,15,35,15,
2170,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,35,10,
2169,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,35,7,
2168,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,35,5,
2167,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,35,3,
2166,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,15,35,2,
538,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,90,2,
3420,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,entropy,,,,11,70,2,
3421,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,entropy,,,,11,70,3,
2128,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,100,20,
555,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,100,20,
3431,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,entropy,,,,11,80,2,
3432,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,80,3,
552,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,100,7,
2085,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,entropy,,,,,60,25,
2084,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,60,20,
2083,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,60,15,
2082,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,entropy,,,,,60,10,
2081,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,60,7,
2080,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,entropy,,,,,60,5,
2079,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,60,3,
2078,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,60,2,
553,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,100,10,
554,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,gini,,,,11,100,15,
2074,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,50,25,
2090,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,70,3,
2073,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,50,20,
2072,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,50,15,
2071,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,50,10,
2070,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,50,7,
2069,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,50,5,
2068,RF,0.25,0.5133333333333333,0.75,0.15380362660079103,,True,entropy,,,,,50,3,
2067,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,50,2,
2062,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,40,20,
2061,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,True,entropy,,,,,40,15,
2060,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,40,10,
2059,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,40,7,
2058,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,40,5,
2057,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,40,3,
2089,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,entropy,,,,,70,2,
2091,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,70,5,
2127,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,100,15,
2112,RF,0.25,0.54,0.75,0.14910846164230027,,True,entropy,,,,,90,3,
2126,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,100,10,
2125,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,100,7,
2124,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,100,5,
2123,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,entropy,,,,,100,3,
2122,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,100,2,
3422,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,False,entropy,,,,11,70,5,
3423,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,70,7,
3424,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,70,10,
2117,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,90,20,
2116,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,90,15,
2115,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,90,10,
2114,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,entropy,,,,,90,7,
2113,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,entropy,,,,,90,5,
2111,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,90,2,
2092,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,70,7,
3425,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,70,15,
549,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,100,2,
2105,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,80,15,
2104,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,80,10,
2103,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,80,7,
2102,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,80,5,
2101,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,80,3,
2100,RF,0.25,0.5133333333333333,0.75,0.15380362660079103,,True,entropy,,,,,80,2,
550,RF,0.25,0.56,0.75,0.14224392195567911,,True,gini,,,,11,100,3,
551,RF,0.25,0.5466666666666666,0.75,0.14715826703096077,,True,gini,,,,11,100,5,
2095,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,entropy,,,,,70,20,
2094,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,True,entropy,,,,,70,15,
2093,RF,0.25,0.49333333333333335,0.75,0.154236470683457,,True,entropy,,,,,70,10,
529,RF,0.25,0.5516666666666666,0.75,0.16557140118054472,,True,gini,,,,11,80,5,
528,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,80,3,
527,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,80,2,
2289,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,13,35,5,
2303,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,13,40,15,
2302,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,13,40,10,
2301,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,13,40,7,
2300,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,13,40,5,
2299,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,False,gini,,,,13,40,3,
2298,RF,0.25,0.5066666666666666,0.75,0.15423647068345697,,False,gini,,,,13,40,2,
3403,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,entropy,,,,11,50,15,
483,RF,0.25,0.5266666666666666,0.75,0.1520599297060939,,True,gini,,,,11,40,2,
2294,RF,0.25,0.47333333333333333,0.75,0.1520599297060939,,False,gini,,,,13,35,25,
